Departure Time,NDO,Route,Sector,Carrier,Fare,Forecast,Flight No,Departure Hour
25-09-2023,177,BOMDEL,BOMDEL,DD,37,0.84,2396,11:30
26-09-2023,178,BOMDEL,BOMDEL,DD,37,1.1,2396,11:30
27-09-2023,179,BOMDEL,BOMDEL,DD,37,0.78,2396,11:30
28-09-2023,180,BOMDEL,BOMDEL,DD,37,0.69,2396,11:30
01-04-2023,0,BOMDEL,DELBOM,AA,277,0.83,9877,12:00
02-04-2023,1,BOMDEL,DELBOM,AA,277,0.78,9877,12:00
03-04-2023,2,BOMDEL,DELBOM,AA,295,0.95,9877,12:00
04-04-2023,3,BOMDEL,DELBOM,AA,295,1.03,9877,12:00
05-04-2023,4,BOMDEL,DELBOM,AA,325,1.05,9877,12:00
06-04-2023,5,BOMDEL,DELBOM,AA,277,0.93,9877,12:00
07-04-2023,6,BOMDEL,DELBOM,AA,284,0.87,9877,12:00
08-04-2023,7,BOMDEL,DELBOM,AA,290,0.75,9877,12:00
09-04-2023,8,BOMDEL,DELBOM,AA,263,0.93,9877,12:00
10-04-2023,9,BOMDEL,DELBOM,AA,231,0.83,9877,12:00
11-04-2023,10,BOMDEL,DELBOM,AA,231,0.73,9877,12:00
12-04-2023,11,BOMDEL,DELBOM,AA,231,0.67,9877,12:00
13-04-2023,12,BOMDEL,DELBOM,AA,254,0.95,9877,12:00
14-04-2023,13,BOMDEL,DELBOM,AA,271,1.17,9877,12:00
15-04-2023,14,BOMDEL,DELBOM,AA,231,0.78,9877,12:00
16-04-2023,15,BOMDEL,DELBOM,AA,254,0.95,9877,12:00
17-04-2023,16,BOMDEL,DELBOM,AA,162,0.84,9877,12:00
18-04-2023,17,BOMDEL,DELBOM,AA,162,0.77,9877,12:00
19-04-2023,18,BOMDEL,DELBOM,AA,162,0.66,9877,12:00
20-04-2023,19,BOMDEL,DELBOM,AA,191,0.95,9877,12:00
21-04-2023,20,BOMDEL,DELBOM,AA,204,0.99,9877,12:00
22-04-2023,21,BOMDEL,DELBOM,AA,162,0.65,9877,12:00
23-04-2023,22,BOMDEL,DELBOM,AA,162,0.58,9877,12:00
24-04-2023,23,BOMDEL,DELBOM,AA,162,0.5,9877,12:00
25-04-2023,24,BOMDEL,DELBOM,AA,177,0.84,9877,12:00
26-04-2023,25,BOMDEL,DELBOM,AA,162,0.72,9877,12:00
27-04-2023,26,BOMDEL,DELBOM,AA,210,0.95,9877,12:00
28-04-2023,27,BOMDEL,DELBOM,AA,162,0.73,9877,12:00
29-04-2023,28,BOMDEL,DELBOM,AA,162,0.79,9877,12:00
30-04-2023,29,BOMDEL,DELBOM,AA,210,1.09,9877,12:00
01-05-2023,30,BOMDEL,DELBOM,AA,219,1.19,9877,12:00
02-05-2023,31,BOMDEL,DELBOM,AA,132,0.77,9877,12:00
03-05-2023,32,BOMDEL,DELBOM,AA,143,0.93,9877,12:00
04-05-2023,33,BOMDEL,DELBOM,AA,162,1.2,9877,12:00
05-05-2023,34,BOMDEL,DELBOM,AA,162,1.18,9877,12:00
06-05-2023,35,BOMDEL,DELBOM,AA,104,0.83,9877,12:00
07-05-2023,36,BOMDEL,DELBOM,AA,104,0.78,9877,12:00
08-05-2023,37,BOMDEL,DELBOM,AA,150,1.04,9877,12:00
09-05-2023,38,BOMDEL,DELBOM,AA,125,0.77,9877,12:00
10-05-2023,39,BOMDEL,DELBOM,AA,150,0.88,9877,12:00
11-05-2023,40,BOMDEL,DELBOM,AA,112,0.74,9877,12:00
12-05-2023,41,BOMDEL,DELBOM,AA,104,0.63,9877,12:00
13-05-2023,42,BOMDEL,DELBOM,AA,104,0.61,9877,12:00
14-05-2023,43,BOMDEL,DELBOM,AA,104,0.5,9877,12:00
15-05-2023,44,BOMDEL,DELBOM,AA,112,0.62,9877,12:00
16-05-2023,45,BOMDEL,DELBOM,AA,143,1.18,9877,12:00
17-05-2023,46,BOMDEL,DELBOM,AA,112,0.82,9877,12:00
18-05-2023,47,BOMDEL,DELBOM,AA,162,0.95,9877,12:00
19-05-2023,48,BOMDEL,DELBOM,AA,104,0.74,9877,12:00
20-05-2023,49,BOMDEL,DELBOM,AA,112,0.71,9877,12:00
21-05-2023,50,BOMDEL,DELBOM,AA,162,0.95,9877,12:00
22-05-2023,51,BOMDEL,DELBOM,AA,104,0.76,9877,12:00
23-05-2023,52,BOMDEL,DELBOM,AA,112,0.64,9877,12:00
24-05-2023,53,BOMDEL,DELBOM,AA,104,0.56,9877,12:00
25-05-2023,54,BOMDEL,DELBOM,AA,104,0.48,9877,12:00
26-05-2023,55,BOMDEL,DELBOM,AA,112,0.73,9877,12:00
27-05-2023,56,BOMDEL,DELBOM,AA,104,0.65,9877,12:00
28-05-2023,57,BOMDEL,DELBOM,AA,150,1.04,9877,12:00
29-05-2023,58,BOMDEL,DELBOM,AA,112,0.85,9877,12:00
30-05-2023,59,BOMDEL,DELBOM,AA,104,0.74,9877,12:00
31-05-2023,60,BOMDEL,DELBOM,AA,112,0.64,9877,12:00
01-06-2023,61,BOMDEL,DELBOM,AA,112,0.98,9877,12:00
02-06-2023,62,BOMDEL,DELBOM,AA,96,0.9,9877,12:00
03-06-2023,63,BOMDEL,DELBOM,AA,90,1.01,9877,12:00
04-06-2023,64,BOMDEL,DELBOM,AA,75,0.85,9877,12:00
05-06-2023,65,BOMDEL,DELBOM,AA,96,1,9877,12:00
06-06-2023,66,BOMDEL,DELBOM,AA,90,0.9,9877,12:00
07-06-2023,67,BOMDEL,DELBOM,AA,104,1.1,9877,12:00
08-06-2023,68,BOMDEL,DELBOM,AA,112,1.15,9877,12:00
09-06-2023,69,BOMDEL,DELBOM,AA,75,0.85,9877,12:00
10-06-2023,70,BOMDEL,DELBOM,AA,96,0.9,9877,12:00
11-06-2023,71,BOMDEL,DELBOM,AA,75,0.76,9877,12:00
12-06-2023,72,BOMDEL,DELBOM,AA,75,0.67,9877,12:00
13-06-2023,73,BOMDEL,DELBOM,AA,104,0.95,9877,12:00
14-06-2023,74,BOMDEL,DELBOM,AA,75,0.78,9877,12:00
15-06-2023,75,BOMDEL,DELBOM,AA,79,0.65,9877,12:00
16-06-2023,76,BOMDEL,DELBOM,AA,79,0.54,9877,12:00
17-06-2023,77,BOMDEL,DELBOM,AA,125,0.95,9877,12:00
18-06-2023,78,BOMDEL,DELBOM,AA,84,0.88,9877,12:00
19-06-2023,79,BOMDEL,DELBOM,AA,96,1.12,9877,12:00
20-06-2023,80,BOMDEL,DELBOM,AA,75,0.88,9877,12:00
21-06-2023,81,BOMDEL,DELBOM,AA,90,0.93,9877,12:00
22-06-2023,82,BOMDEL,DELBOM,AA,84,0.86,9877,12:00
23-06-2023,83,BOMDEL,DELBOM,AA,84,0.84,9877,12:00
24-06-2023,84,BOMDEL,DELBOM,AA,79,0.78,9877,12:00
25-06-2023,85,BOMDEL,DELBOM,AA,84,0.83,9877,12:00
26-06-2023,86,BOMDEL,DELBOM,AA,75,0.76,9877,12:00
27-06-2023,87,BOMDEL,DELBOM,AA,112,1.1,9877,12:00
28-06-2023,88,BOMDEL,DELBOM,AA,112,0.95,9877,12:00
29-06-2023,89,BOMDEL,DELBOM,AA,90,0.92,9877,12:00
30-06-2023,90,BOMDEL,DELBOM,AA,96,1.1,9877,12:00
01-07-2023,91,BOMDEL,DELBOM,AA,68,0.95,9877,12:00
02-07-2023,92,BOMDEL,DELBOM,AA,75,1.2,9877,12:00
03-07-2023,93,BOMDEL,DELBOM,AA,63,0.78,9877,12:00
04-07-2023,94,BOMDEL,DELBOM,AA,59,0.72,9877,12:00
05-07-2023,95,BOMDEL,DELBOM,AA,63,0.87,9877,12:00
06-07-2023,96,BOMDEL,DELBOM,AA,68,1.09,9877,12:00
07-07-2023,97,BOMDEL,DELBOM,AA,59,0.84,9877,12:00
08-07-2023,98,BOMDEL,DELBOM,AA,75,1.09,9877,12:00
09-07-2023,99,BOMDEL,DELBOM,AA,68,0.9,9877,12:00
10-07-2023,100,BOMDEL,DELBOM,AA,63,0.78,9877,12:00
11-07-2023,101,BOMDEL,DELBOM,AA,63,0.67,9877,12:00
12-07-2023,102,BOMDEL,DELBOM,AA,63,0.69,9877,12:00
13-07-2023,103,BOMDEL,DELBOM,AA,63,0.64,9877,12:00
14-07-2023,104,BOMDEL,DELBOM,AA,63,0.7,9877,12:00
15-07-2023,105,BOMDEL,DELBOM,AA,63,0.82,9877,12:00
16-07-2023,106,BOMDEL,DELBOM,AA,68,0.92,9877,12:00
17-07-2023,107,BOMDEL,DELBOM,AA,59,0.76,9877,12:00
18-07-2023,108,BOMDEL,DELBOM,AA,59,0.78,9877,12:00
19-07-2023,109,BOMDEL,DELBOM,AA,68,0.84,9877,12:00
20-07-2023,110,BOMDEL,DELBOM,AA,59,0.72,9877,12:00
21-07-2023,111,BOMDEL,DELBOM,AA,63,0.67,9877,12:00
22-07-2023,112,BOMDEL,DELBOM,AA,68,0.95,9877,12:00
23-07-2023,113,BOMDEL,DELBOM,AA,59,0.78,9877,12:00
24-07-2023,114,BOMDEL,DELBOM,AA,59,0.65,9877,12:00
25-07-2023,115,BOMDEL,DELBOM,AA,79,0.91,9877,12:00
26-07-2023,116,BOMDEL,DELBOM,AA,68,0.68,9877,12:00
27-07-2023,117,BOMDEL,DELBOM,AA,68,0.95,9877,12:00
28-07-2023,118,BOMDEL,DELBOM,AA,68,0.94,9877,12:00
29-07-2023,119,BOMDEL,DELBOM,AA,59,0.78,9877,12:00
30-07-2023,120,BOMDEL,DELBOM,AA,59,0.72,9877,12:00
31-07-2023,121,BOMDEL,DELBOM,AA,48,0.67,9877,12:00
01-08-2023,122,BOMDEL,DELBOM,AA,53,0.92,9877,12:00
02-08-2023,123,BOMDEL,DELBOM,AA,48,0.78,9877,12:00
03-08-2023,124,BOMDEL,DELBOM,AA,48,0.67,9877,12:00
04-08-2023,125,BOMDEL,DELBOM,AA,48,0.64,9877,12:00
05-08-2023,126,BOMDEL,DELBOM,AA,41,0.67,9877,12:00
06-08-2023,127,BOMDEL,DELBOM,AA,53,0.84,9877,12:00
07-08-2023,128,BOMDEL,DELBOM,AA,41,0.69,9877,12:00
08-08-2023,129,BOMDEL,DELBOM,AA,53,0.95,9877,12:00
09-08-2023,130,BOMDEL,DELBOM,AA,41,0.79,9877,12:00
10-08-2023,131,BOMDEL,DELBOM,AA,53,1.07,9877,12:00
11-08-2023,132,BOMDEL,DELBOM,AA,48,0.85,9877,12:00
12-08-2023,133,BOMDEL,DELBOM,AA,41,0.77,9877,12:00
13-08-2023,134,BOMDEL,DELBOM,AA,41,0.71,9877,12:00
14-08-2023,135,BOMDEL,DELBOM,AA,48,1.15,9877,12:00
15-08-2023,136,BOMDEL,DELBOM,AA,41,0.78,9877,12:00
16-08-2023,137,BOMDEL,DELBOM,AA,48,0.88,9877,12:00
17-08-2023,138,BOMDEL,DELBOM,AA,41,0.65,9877,12:00
18-08-2023,139,BOMDEL,DELBOM,AA,41,0.64,9877,12:00
19-08-2023,140,BOMDEL,DELBOM,AA,53,0.95,9877,12:00
20-08-2023,141,BOMDEL,DELBOM,AA,41,0.78,9877,12:00
21-08-2023,142,BOMDEL,DELBOM,AA,41,0.64,9877,12:00
22-08-2023,143,BOMDEL,DELBOM,AA,41,0.56,9877,12:00
23-08-2023,144,BOMDEL,DELBOM,AA,53,0.85,9877,12:00
24-08-2023,145,BOMDEL,DELBOM,AA,53,0.96,9877,12:00
25-08-2023,146,BOMDEL,DELBOM,AA,53,1.08,9877,12:00
26-08-2023,147,BOMDEL,DELBOM,AA,41,0.83,9877,12:00
27-08-2023,148,BOMDEL,DELBOM,AA,48,0.72,9877,12:00
28-08-2023,149,BOMDEL,DELBOM,AA,48,0.74,9877,12:00
29-08-2023,150,BOMDEL,DELBOM,AA,53,0.95,9877,12:00
30-08-2023,151,BOMDEL,DELBOM,AA,37,0.81,9877,12:00
31-08-2023,152,BOMDEL,DELBOM,AA,48,1.15,9877,12:00
01-09-2023,153,BOMDEL,DELBOM,AA,37,0.87,9877,12:00
02-09-2023,154,BOMDEL,DELBOM,AA,37,0.78,9877,12:00
03-09-2023,155,BOMDEL,DELBOM,AA,37,0.69,9877,12:00
04-09-2023,156,BOMDEL,DELBOM,AA,30,0.63,9877,12:00
05-09-2023,157,BOMDEL,DELBOM,AA,41,0.95,9877,12:00
06-09-2023,158,BOMDEL,DELBOM,AA,30,0.73,9877,12:00
07-09-2023,159,BOMDEL,DELBOM,AA,37,1.13,9877,12:00
08-09-2023,160,BOMDEL,DELBOM,AA,30,0.85,9877,12:00
09-09-2023,161,BOMDEL,DELBOM,AA,33,0.76,9877,12:00
10-09-2023,162,BOMDEL,DELBOM,AA,37,1.04,9877,12:00
11-09-2023,163,BOMDEL,DELBOM,AA,37,0.82,9877,12:00
12-09-2023,164,BOMDEL,DELBOM,AA,30,0.64,9877,12:00
13-09-2023,165,BOMDEL,DELBOM,AA,33,0.59,9877,12:00
14-09-2023,166,BOMDEL,DELBOM,AA,30,0.68,9877,12:00
15-09-2023,167,BOMDEL,DELBOM,AA,30,0.62,9877,12:00
16-09-2023,168,BOMDEL,DELBOM,AA,30,0.76,9877,12:00
17-09-2023,169,BOMDEL,DELBOM,AA,37,0.84,9877,12:00
18-09-2023,170,BOMDEL,DELBOM,AA,30,0.72,9877,12:00
19-09-2023,171,BOMDEL,DELBOM,AA,30,0.63,9877,12:00
20-09-2023,172,BOMDEL,DELBOM,AA,37,0.82,9877,12:00
21-09-2023,173,BOMDEL,DELBOM,AA,37,1.01,9877,12:00
22-09-2023,174,BOMDEL,DELBOM,AA,48,1.14,9877,12:00
23-09-2023,175,BOMDEL,DELBOM,AA,41,1.13,9877,12:00
24-09-2023,176,BOMDEL,DELBOM,AA,41,1.17,9877,12:00
25-09-2023,177,BOMDEL,DELBOM,AA,30,0.84,9877,12:00
26-09-2023,178,BOMDEL,DELBOM,AA,48,1.1,9877,12:00
27-09-2023,179,BOMDEL,DELBOM,AA,30,0.78,9877,12:00
28-09-2023,180,BOMDEL,DELBOM,AA,30,0.69,9877,12:00
01-04-2023,0,BOMDEL,DELBOM,BB,306,0.83,1235,07:00
02-04-2023,1,BOMDEL,DELBOM,BB,277,0.78,1235,07:00
03-04-2023,2,BOMDEL,DELBOM,BB,306,0.95,1235,07:00
04-04-2023,3,BOMDEL,DELBOM,BB,306,1.03,1235,07:00
05-04-2023,4,BOMDEL,DELBOM,BB,306,1.05,1235,07:00
06-04-2023,5,BOMDEL,DELBOM,BB,288,0.93,1235,07:00
07-04-2023,6,BOMDEL,DELBOM,BB,277,0.87,1235,07:00
08-04-2023,7,BOMDEL,DELBOM,BB,277,0.75,1235,07:00
09-04-2023,8,BOMDEL,DELBOM,BB,253,0.93,1235,07:00
10-04-2023,9,BOMDEL,DELBOM,BB,226,0.83,1235,07:00
11-04-2023,10,BOMDEL,DELBOM,BB,232,0.73,1235,07:00
12-04-2023,11,BOMDEL,DELBOM,BB,226,0.67,1235,07:00
13-04-2023,12,BOMDEL,DELBOM,BB,264,0.95,1235,07:00
14-04-2023,13,BOMDEL,DELBOM,BB,253,1.17,1235,07:00
15-04-2023,14,BOMDEL,DELBOM,BB,232,0.78,1235,07:00
16-04-2023,15,BOMDEL,DELBOM,BB,253,0.95,1235,07:00
17-04-2023,16,BOMDEL,DELBOM,BB,161,0.84,1235,07:00
18-04-2023,17,BOMDEL,DELBOM,BB,161,0.77,1235,07:00
19-04-2023,18,BOMDEL,DELBOM,BB,161,0.66,1235,07:00
20-04-2023,19,BOMDEL,DELBOM,BB,197,0.95,1235,07:00
21-04-2023,20,BOMDEL,DELBOM,BB,204,0.99,1235,07:00
22-04-2023,21,BOMDEL,DELBOM,BB,161,0.65,1235,07:00
23-04-2023,22,BOMDEL,DELBOM,BB,161,0.58,1235,07:00
24-04-2023,23,BOMDEL,DELBOM,BB,161,0.5,1235,07:00
25-04-2023,24,BOMDEL,DELBOM,BB,181,0.84,1235,07:00
26-04-2023,25,BOMDEL,DELBOM,BB,161,0.72,1235,07:00
27-04-2023,26,BOMDEL,DELBOM,BB,204,0.95,1235,07:00
28-04-2023,27,BOMDEL,DELBOM,BB,161,0.73,1235,07:00
29-04-2023,28,BOMDEL,DELBOM,BB,161,0.79,1235,07:00
30-04-2023,29,BOMDEL,DELBOM,BB,197,1.09,1235,07:00
01-05-2023,30,BOMDEL,DELBOM,BB,210,1.19,1235,07:00
02-05-2023,31,BOMDEL,DELBOM,BB,129,0.77,1235,07:00
03-05-2023,32,BOMDEL,DELBOM,BB,143,0.93,1235,07:00
04-05-2023,33,BOMDEL,DELBOM,BB,150,1.2,1235,07:00
05-05-2023,34,BOMDEL,DELBOM,BB,173,1.18,1235,07:00
06-05-2023,35,BOMDEL,DELBOM,BB,111,0.83,1235,07:00
07-05-2023,36,BOMDEL,DELBOM,BB,104,0.78,1235,07:00
08-05-2023,37,BOMDEL,DELBOM,BB,134,1.04,1235,07:00
09-05-2023,38,BOMDEL,DELBOM,BB,129,0.77,1235,07:00
10-05-2023,39,BOMDEL,DELBOM,BB,143,0.88,1235,07:00
11-05-2023,40,BOMDEL,DELBOM,BB,104,0.74,1235,07:00
12-05-2023,41,BOMDEL,DELBOM,BB,104,0.63,1235,07:00
13-05-2023,42,BOMDEL,DELBOM,BB,104,0.61,1235,07:00
14-05-2023,43,BOMDEL,DELBOM,BB,111,0.5,1235,07:00
15-05-2023,44,BOMDEL,DELBOM,BB,104,0.62,1235,07:00
16-05-2023,45,BOMDEL,DELBOM,BB,134,1.18,1235,07:00
17-05-2023,46,BOMDEL,DELBOM,BB,104,0.82,1235,07:00
18-05-2023,47,BOMDEL,DELBOM,BB,150,0.95,1235,07:00
19-05-2023,48,BOMDEL,DELBOM,BB,104,0.74,1235,07:00
20-05-2023,49,BOMDEL,DELBOM,BB,111,0.71,1235,07:00
21-05-2023,50,BOMDEL,DELBOM,BB,150,0.95,1235,07:00
22-05-2023,51,BOMDEL,DELBOM,BB,104,0.76,1235,07:00
23-05-2023,52,BOMDEL,DELBOM,BB,104,0.64,1235,07:00
24-05-2023,53,BOMDEL,DELBOM,BB,104,0.56,1235,07:00
25-05-2023,54,BOMDEL,DELBOM,BB,104,0.48,1235,07:00
26-05-2023,55,BOMDEL,DELBOM,BB,104,0.73,1235,07:00
27-05-2023,56,BOMDEL,DELBOM,BB,104,0.65,1235,07:00
28-05-2023,57,BOMDEL,DELBOM,BB,161,1.04,1235,07:00
29-05-2023,58,BOMDEL,DELBOM,BB,104,0.85,1235,07:00
30-05-2023,59,BOMDEL,DELBOM,BB,104,0.74,1235,07:00
31-05-2023,60,BOMDEL,DELBOM,BB,104,0.64,1235,07:00
01-06-2023,61,BOMDEL,DELBOM,BB,104,0.98,1235,07:00
02-06-2023,62,BOMDEL,DELBOM,BB,104,0.9,1235,07:00
03-06-2023,63,BOMDEL,DELBOM,BB,104,1.01,1235,07:00
04-06-2023,64,BOMDEL,DELBOM,BB,75,0.85,1235,07:00
05-06-2023,65,BOMDEL,DELBOM,BB,104,1,1235,07:00
06-06-2023,66,BOMDEL,DELBOM,BB,96,0.9,1235,07:00
07-06-2023,67,BOMDEL,DELBOM,BB,96,1.1,1235,07:00
08-06-2023,68,BOMDEL,DELBOM,BB,117,1.15,1235,07:00
09-06-2023,69,BOMDEL,DELBOM,BB,75,0.85,1235,07:00
10-06-2023,70,BOMDEL,DELBOM,BB,96,0.9,1235,07:00
11-06-2023,71,BOMDEL,DELBOM,BB,75,0.76,1235,07:00
12-06-2023,72,BOMDEL,DELBOM,BB,75,0.67,1235,07:00
13-06-2023,73,BOMDEL,DELBOM,BB,111,0.95,1235,07:00
14-06-2023,74,BOMDEL,DELBOM,BB,75,0.78,1235,07:00
15-06-2023,75,BOMDEL,DELBOM,BB,79,0.65,1235,07:00
16-06-2023,76,BOMDEL,DELBOM,BB,75,0.54,1235,07:00
17-06-2023,77,BOMDEL,DELBOM,BB,104,0.95,1235,07:00
18-06-2023,78,BOMDEL,DELBOM,BB,85,0.88,1235,07:00
19-06-2023,79,BOMDEL,DELBOM,BB,96,1.12,1235,07:00
20-06-2023,80,BOMDEL,DELBOM,BB,75,0.88,1235,07:00
21-06-2023,81,BOMDEL,DELBOM,BB,91,0.93,1235,07:00
22-06-2023,82,BOMDEL,DELBOM,BB,85,0.86,1235,07:00
23-06-2023,83,BOMDEL,DELBOM,BB,85,0.84,1235,07:00
24-06-2023,84,BOMDEL,DELBOM,BB,79,0.78,1235,07:00
25-06-2023,85,BOMDEL,DELBOM,BB,85,0.83,1235,07:00
26-06-2023,86,BOMDEL,DELBOM,BB,75,0.76,1235,07:00
27-06-2023,87,BOMDEL,DELBOM,BB,117,1.1,1235,07:00
28-06-2023,88,BOMDEL,DELBOM,BB,104,0.95,1235,07:00
29-06-2023,89,BOMDEL,DELBOM,BB,91,0.92,1235,07:00
30-06-2023,90,BOMDEL,DELBOM,BB,98,1.1,1235,07:00
01-07-2023,91,BOMDEL,DELBOM,BB,68,0.95,1235,07:00
02-07-2023,92,BOMDEL,DELBOM,BB,79,1.2,1235,07:00
03-07-2023,93,BOMDEL,DELBOM,BB,63,0.78,1235,07:00
04-07-2023,94,BOMDEL,DELBOM,BB,59,0.72,1235,07:00
05-07-2023,95,BOMDEL,DELBOM,BB,59,0.87,1235,07:00
06-07-2023,96,BOMDEL,DELBOM,BB,63,1.09,1235,07:00
07-07-2023,97,BOMDEL,DELBOM,BB,59,0.84,1235,07:00
08-07-2023,98,BOMDEL,DELBOM,BB,68,1.09,1235,07:00
09-07-2023,99,BOMDEL,DELBOM,BB,63,0.9,1235,07:00
10-07-2023,100,BOMDEL,DELBOM,BB,59,0.78,1235,07:00
11-07-2023,101,BOMDEL,DELBOM,BB,59,0.67,1235,07:00
12-07-2023,102,BOMDEL,DELBOM,BB,59,0.69,1235,07:00
13-07-2023,103,BOMDEL,DELBOM,BB,59,0.64,1235,07:00
14-07-2023,104,BOMDEL,DELBOM,BB,59,0.7,1235,07:00
15-07-2023,105,BOMDEL,DELBOM,BB,63,0.82,1235,07:00
16-07-2023,106,BOMDEL,DELBOM,BB,68,0.92,1235,07:00
17-07-2023,107,BOMDEL,DELBOM,BB,59,0.76,1235,07:00
18-07-2023,108,BOMDEL,DELBOM,BB,59,0.78,1235,07:00
19-07-2023,109,BOMDEL,DELBOM,BB,63,0.84,1235,07:00
20-07-2023,110,BOMDEL,DELBOM,BB,59,0.72,1235,07:00
21-07-2023,111,BOMDEL,DELBOM,BB,59,0.67,1235,07:00
22-07-2023,112,BOMDEL,DELBOM,BB,68,0.95,1235,07:00
23-07-2023,113,BOMDEL,DELBOM,BB,59,0.78,1235,07:00
24-07-2023,114,BOMDEL,DELBOM,BB,59,0.65,1235,07:00
25-07-2023,115,BOMDEL,DELBOM,BB,68,0.91,1235,07:00
26-07-2023,116,BOMDEL,DELBOM,BB,63,0.68,1235,07:00
27-07-2023,117,BOMDEL,DELBOM,BB,68,0.95,1235,07:00
28-07-2023,118,BOMDEL,DELBOM,BB,68,0.94,1235,07:00
29-07-2023,119,BOMDEL,DELBOM,BB,59,0.78,1235,07:00
30-07-2023,120,BOMDEL,DELBOM,BB,59,0.72,1235,07:00
31-07-2023,121,BOMDEL,DELBOM,BB,41,0.67,1235,07:00
01-08-2023,122,BOMDEL,DELBOM,BB,53,0.92,1235,07:00
02-08-2023,123,BOMDEL,DELBOM,BB,47,0.78,1235,07:00
03-08-2023,124,BOMDEL,DELBOM,BB,47,0.67,1235,07:00
04-08-2023,125,BOMDEL,DELBOM,BB,41,0.64,1235,07:00
05-08-2023,126,BOMDEL,DELBOM,BB,41,0.67,1235,07:00
06-08-2023,127,BOMDEL,DELBOM,BB,53,0.84,1235,07:00
07-08-2023,128,BOMDEL,DELBOM,BB,41,0.69,1235,07:00
08-08-2023,129,BOMDEL,DELBOM,BB,59,0.95,1235,07:00
09-08-2023,130,BOMDEL,DELBOM,BB,41,0.79,1235,07:00
10-08-2023,131,BOMDEL,DELBOM,BB,53,1.07,1235,07:00
11-08-2023,132,BOMDEL,DELBOM,BB,47,0.85,1235,07:00
12-08-2023,133,BOMDEL,DELBOM,BB,41,0.77,1235,07:00
13-08-2023,134,BOMDEL,DELBOM,BB,41,0.71,1235,07:00
14-08-2023,135,BOMDEL,DELBOM,BB,53,1.15,1235,07:00
15-08-2023,136,BOMDEL,DELBOM,BB,41,0.78,1235,07:00
16-08-2023,137,BOMDEL,DELBOM,BB,53,0.88,1235,07:00
17-08-2023,138,BOMDEL,DELBOM,BB,41,0.65,1235,07:00
18-08-2023,139,BOMDEL,DELBOM,BB,41,0.64,1235,07:00
19-08-2023,140,BOMDEL,DELBOM,BB,53,0.95,1235,07:00
20-08-2023,141,BOMDEL,DELBOM,BB,41,0.78,1235,07:00
21-08-2023,142,BOMDEL,DELBOM,BB,41,0.64,1235,07:00
22-08-2023,143,BOMDEL,DELBOM,BB,41,0.56,1235,07:00
23-08-2023,144,BOMDEL,DELBOM,BB,53,0.85,1235,07:00
24-08-2023,145,BOMDEL,DELBOM,BB,53,0.96,1235,07:00
25-08-2023,146,BOMDEL,DELBOM,BB,59,1.08,1235,07:00
26-08-2023,147,BOMDEL,DELBOM,BB,41,0.83,1235,07:00
27-08-2023,148,BOMDEL,DELBOM,BB,41,0.72,1235,07:00
28-08-2023,149,BOMDEL,DELBOM,BB,41,0.74,1235,07:00
29-08-2023,150,BOMDEL,DELBOM,BB,53,0.95,1235,07:00
30-08-2023,151,BOMDEL,DELBOM,BB,36,0.81,1235,07:00
31-08-2023,152,BOMDEL,DELBOM,BB,41,1.15,1235,07:00
01-09-2023,153,BOMDEL,DELBOM,BB,31,0.87,1235,07:00
02-09-2023,154,BOMDEL,DELBOM,BB,36,0.78,1235,07:00
03-09-2023,155,BOMDEL,DELBOM,BB,36,0.69,1235,07:00
04-09-2023,156,BOMDEL,DELBOM,BB,22,0.63,1235,07:00
05-09-2023,157,BOMDEL,DELBOM,BB,36,0.95,1235,07:00
06-09-2023,158,BOMDEL,DELBOM,BB,22,0.73,1235,07:00
07-09-2023,159,BOMDEL,DELBOM,BB,31,1.13,1235,07:00
08-09-2023,160,BOMDEL,DELBOM,BB,22,0.85,1235,07:00
09-09-2023,161,BOMDEL,DELBOM,BB,27,0.76,1235,07:00
10-09-2023,162,BOMDEL,DELBOM,BB,36,1.04,1235,07:00
11-09-2023,163,BOMDEL,DELBOM,BB,36,0.82,1235,07:00
12-09-2023,164,BOMDEL,DELBOM,BB,22,0.64,1235,07:00
13-09-2023,165,BOMDEL,DELBOM,BB,31,0.59,1235,07:00
14-09-2023,166,BOMDEL,DELBOM,BB,22,0.68,1235,07:00
15-09-2023,167,BOMDEL,DELBOM,BB,22,0.62,1235,07:00
16-09-2023,168,BOMDEL,DELBOM,BB,22,0.76,1235,07:00
17-09-2023,169,BOMDEL,DELBOM,BB,36,0.84,1235,07:00
18-09-2023,170,BOMDEL,DELBOM,BB,22,0.72,1235,07:00
19-09-2023,171,BOMDEL,DELBOM,BB,22,0.63,1235,07:00
20-09-2023,172,BOMDEL,DELBOM,BB,36,0.82,1235,07:00
21-09-2023,173,BOMDEL,DELBOM,BB,36,1.01,1235,07:00
22-09-2023,174,BOMDEL,DELBOM,BB,47,1.14,1235,07:00
23-09-2023,175,BOMDEL,DELBOM,BB,41,1.13,1235,07:00
24-09-2023,176,BOMDEL,DELBOM,BB,36,1.17,1235,07:00
25-09-2023,177,BOMDEL,DELBOM,BB,22,0.84,1235,07:00
26-09-2023,178,BOMDEL,DELBOM,BB,41,1.1,1235,07:00
27-09-2023,179,BOMDEL,DELBOM,BB,22,0.78,1235,07:00
28-09-2023,180,BOMDEL,DELBOM,BB,22,0.69,1235,07:00
01-04-2023,0,BOMDEL,DELBOM,CC,278,0.83,2346,04:00
